VEHTYPE,ACCNUM
"Automobile, Station Wagon",8000986648
"Automobile, Station Wagon",8000986648
"Automobile, Station Wagon",8001000021
"Automobile, Station Wagon",8001000021
Motorcycle,8001000138
"Automobile, Station Wagon",8001000138
"Automobile, Station Wagon",8001000138
"Automobile, Station Wagon",8001000138
"Automobile, Station Wagon",8001067265
"Automobile, Station Wagon",8001672359
"Automobile, Station Wagon",7001814947
"Automobile, Station Wagon",8001264786
"Automobile, Station Wagon",7003025582
Municipal Transit Bus (TTC),8001071783
Motorcycle,8001264786
Motorcycle,7001814947
Motorcycle,8001265172
Municipal Transit Bus (TTC),8001071783
"Automobile, Station Wagon",7003025582
"Automobile, Station Wagon",7001814947
Motorcycle,8001265172
"Automobile, Station Wagon",8001677447
Municipal Transit Bus (TTC),8001076637
"Automobile, Station Wagon",7001814947
"Automobile, Station Wagon",7003025582
"Automobile, Station Wagon",8001275127
Intercity Bus,7003285352
Municipal Transit Bus (TTC),8001076637
Motorcycle,8001077165
"Automobile, Station Wagon",8001077165
"Automobile, Station Wagon",8001078053
"Automobile, Station Wagon",8001078053
Motorcycle,8001081100
"Automobile, Station Wagon",8001081100
"Automobile, Station Wagon",8001089353
"Automobile, Station Wagon",8001089353
Bicycle,8001095116
"Automobile, Station Wagon",8001095116
"Automobile, Station Wagon",8001102397
Motorcycle,8001102397
Motorcycle,8001102397
Motorcycle,8001102397
Motorcycle,8001102397
Pick Up Truck,8001105642
Pick Up Truck,8001105642
"Automobile, Station Wagon",8001108986
Motorcycle,8001113536
Pick Up Truck,8001113536
"Automobile, Station Wagon",8001113536
"Automobile, Station Wagon",8001115863
Pick Up Truck,8001115863
"Automobile, Station Wagon",8001115863
"Automobile, Station Wagon",8001115979
"Automobile, Station Wagon",8001115979
"Automobile, Station Wagon",8001115979
"Automobile, Station Wagon",8001118177
"Automobile, Station Wagon",8001118177
"Automobile, Station Wagon",8001118177
"Automobile, Station Wagon",8001118177
"Automobile, Station Wagon",8001122394
"Automobile, Station Wagon",8001122394
"Automobile, Station Wagon",8001122394
"Automobile, Station Wagon",8001122394
Motorcycle,8001135358
"Automobile, Station Wagon",8001135358
"Automobile, Station Wagon",8001139262
"Automobile, Station Wagon",8001139262
"Automobile, Station Wagon",8001139580
"Automobile, Station Wagon",8001139580
"Automobile, Station Wagon",8001139580
"Automobile, Station Wagon",8001139580
"Automobile, Station Wagon",8001139580
"Automobile, Station Wagon",8001139580
"Automobile, Station Wagon",8001139682
"Automobile, Station Wagon",8001139682
"Automobile, Station Wagon",8001140010
"Automobile, Station Wagon",8001140010
"Automobile, Station Wagon",8001142339
"Automobile, Station Wagon",8001142339
Delivery Van,8001149979
"Automobile, Station Wagon",8001149979
"Automobile, Station Wagon",8001149979
"Automobile, Station Wagon",8001165906
"Automobile, Station Wagon",8001165906
"Automobile, Station Wagon",8001174329
"Automobile, Station Wagon",8001174329
Motorcycle,8001177346
"Automobile, Station Wagon",8001178233
Bicycle,8001178233
Bicycle,8001178927
"Automobile, Station Wagon",8001179636
"Automobile, Station Wagon",8001179636
"Automobile, Station Wagon",8001179636
"Automobile, Station Wagon",8001179636
"Automobile, Station Wagon",8001185934
"Automobile, Station Wagon",8001185934
"Automobile, Station Wagon",8001185934
"Automobile, Station Wagon",8001217493
"Automobile, Station Wagon",8001217493
"Automobile, Station Wagon",8001218664
"Automobile, Station Wagon",8001218664
"Automobile, Station Wagon",8001218664
Delivery Van,8001223082
"Automobile, Station Wagon",7003025582
"Automobile, Station Wagon",7001814947
"Automobile, Station Wagon",7003025582
"Automobile, Station Wagon",8001275127
"Automobile, Station Wagon",7001821559
"Automobile, Station Wagon",8001677447
"Automobile, Station Wagon",7003035301
"Automobile, Station Wagon",7003035301
"Automobile, Station Wagon",7003035301
"Automobile, Station Wagon",7003043829
"Automobile, Station Wagon",7003043829
"Automobile, Station Wagon",7003043829
"Automobile, Station Wagon",178057130
"Automobile, Station Wagon",7003055739
"Automobile, Station Wagon",7003055739
Bicycle,7003056643
"Automobile, Station Wagon",7003056643
Pick Up Truck,7003059433
Pick Up Truck,7003059433
Pick Up Truck,7003059433
Truck-Tractor,7003060621
Passenger Van,7003060621
Bicycle,7003071478
"Automobile, Station Wagon",7003071478
"Automobile, Station Wagon",7003072414
"Automobile, Station Wagon",7003072414
"Automobile, Station Wagon",7003072414
"Automobile, Station Wagon",7003072414
"Automobile, Station Wagon",7003085452
"Automobile, Station Wagon",7003085452
"Automobile, Station Wagon",7003085452
"Automobile, Station Wagon",7003085452
Pick Up Truck,7003087545
Pick Up Truck,7003087545
"Automobile, Station Wagon",7003088501
"Automobile, Station Wagon",7003088501
Bicycle,7003103184
"Automobile, Station Wagon",7003103184
"Automobile, Station Wagon",7003103720
"Automobile, Station Wagon",7003103720
Passenger Van,7003112978
Passenger Van,7003112978
"Automobile, Station Wagon",7003122371
"Automobile, Station Wagon",7003122371
"Automobile, Station Wagon",7003133766
"Automobile, Station Wagon",7003133766
"Automobile, Station Wagon",7003133766
Delivery Van,7003136062
Delivery Van,7003136062
Delivery Van,7003136062
Delivery Van,7003136062
Passenger Van,7003136062
"Automobile, Station Wagon",7003136062
"Automobile, Station Wagon",7003137830
Motorcycle,7003137830
"Automobile, Station Wagon",7003148024
"Automobile, Station Wagon",7003148024
"Automobile, Station Wagon",7003147948
"Automobile, Station Wagon",7003147948
"Automobile, Station Wagon",7003173302
"Automobile, Station Wagon",7003173302
"Automobile, Station Wagon",7003197919
"Automobile, Station Wagon",7003197919
"Automobile, Station Wagon",7003199347
Bicycle,7003199347
Truck (other),7003200949
Truck (other),7003200949
"Automobile, Station Wagon",7003202275
"Automobile, Station Wagon",7003202275
"Automobile, Station Wagon",7003203834
"Automobile, Station Wagon",7003203834
"Automobile, Station Wagon",7003211588
"Automobile, Station Wagon",7003222099
"Automobile, Station Wagon",7003222099
"Automobile, Station Wagon",7003223464
"Automobile, Station Wagon",7003223464
"Truck - Closed (Blazer, etc)",7003224827
"Truck - Closed (Blazer, etc)",7003224827
"Automobile, Station Wagon",7003228725
Intercity Bus,7003285352
Bicycle,8001679287
"Automobile, Station Wagon",7003291964
"Automobile, Station Wagon",7001821559
"Automobile, Station Wagon",8001679287
Motorcycle,7003291964
Motorcycle,8001280273
Motorcycle,7001821559
"Automobile, Station Wagon",7001821559
Motorcycle,7001824954
"Automobile, Station Wagon",7001824954
Motorcycle,7001831033
"Automobile, Station Wagon",7001831217
"Automobile, Station Wagon",7001831217
"Automobile, Station Wagon",7001838870
"Automobile, Station Wagon",7001838870
Passenger Van,7001842185
Passenger Van,7001842185
Delivery Van,7001842185
"Automobile, Station Wagon",7001842185
"Bus (Other) (Go Bus, Gray Coach)",7001844786
"Automobile, Station Wagon",7001845018
"Automobile, Station Wagon",7001845018
"Automobile, Station Wagon",7001875614
"Automobile, Station Wagon",7001875614
"Automobile, Station Wagon",7001875614
"Automobile, Station Wagon",7001875614
"Automobile, Station Wagon",7001879752
"Automobile, Station Wagon",7001879752
Bicycle,7001855401
Pick Up Truck,7001855401
Street Car,7001855401
"Automobile, Station Wagon",7001903704
"Automobile, Station Wagon",7001903704
"Automobile, Station Wagon",7001905037
"Automobile, Station Wagon",7001905037
Motorcycle,7001906466
Motorcycle,7001906466
"Automobile, Station Wagon",7001906466
Bicycle,7001903339
"Automobile, Station Wagon",7001903339
"Automobile, Station Wagon",7001909817
"Automobile, Station Wagon",7001909817
Motorcycle,7001912808
"Automobile, Station Wagon",7001912808
Street Car,7001914819
Street Car,7001914819
"Automobile, Station Wagon",7001916414
"Automobile, Station Wagon",7001917146
"Automobile, Station Wagon",7001917146
"Automobile, Station Wagon",7001917146
"Automobile, Station Wagon",7001917146
"Automobile, Station Wagon",7001941212
"Automobile, Station Wagon",7001941212
Bicycle,7001954444
"Automobile, Station Wagon",7001954444
"Automobile, Station Wagon",7001964937
"Automobile, Station Wagon",7001964937
"Automobile, Station Wagon",7001974417
"Automobile, Station Wagon",7001974417
"Automobile, Station Wagon",7001974417
Pick Up Truck,7001980351
Pick Up Truck,7001980351
"Automobile, Station Wagon",7001983024
"Automobile, Station Wagon",7001983024
Truck - Car Carrier,7001983803
Truck - Car Carrier,7001983803
"Automobile, Station Wagon",7001987033
"Automobile, Station Wagon",7001987033
Street Car,7001988112
Street Car,7001988112
Pick Up Truck,7001989464
Pick Up Truck,7001989464
Pick Up Truck,7001989594
Pick Up Truck,7001989594
"Automobile, Station Wagon",7001991111
"Automobile, Station Wagon",7001991111
"Automobile, Station Wagon",7002024168
"Automobile, Station Wagon",7002024168
Bicycle,7002025111
Street Car,8001683748
Street Car,8001683748
Other,8001685122
"Automobile, Station Wagon",8001685122
"Automobile, Station Wagon",8001686841
"Automobile, Station Wagon",8001686841
"Automobile, Station Wagon",8001686841
"Automobile, Station Wagon",8001689735
"Automobile, Station Wagon",8001689735
"Automobile, Station Wagon",8001689735
"Automobile, Station Wagon",8001690114
"Truck - Closed (Blazer, etc)",8001690114
Pick Up Truck,8001690114
Pick Up Truck,8001690114
"Automobile, Station Wagon",8001693998
"Automobile, Station Wagon",8001693998
"Automobile, Station Wagon",8001708273
Bicycle,8001708273
Bicycle,8001708273
"Automobile, Station Wagon",8001708692
Motorcycle,8001708692
Motorcycle,8001708692
"Automobile, Station Wagon",8001903113
"Automobile, Station Wagon",8001903113
"Automobile, Station Wagon",8001711357
"Automobile, Station Wagon",8001711357
"Automobile, Station Wagon",8001712147
Motorcycle,8001712147
"Automobile, Station Wagon",8001713771
Motorcycle,8001713771
"Automobile, Station Wagon",8001715339
"Automobile, Station Wagon",8001715339
"Automobile, Station Wagon",8001715339
"Automobile, Station Wagon",8001716162
"Automobile, Station Wagon",8001716162
"Automobile, Station Wagon",8001716162
"Automobile, Station Wagon",8001716162
Truck-Tractor,8001717185
Truck-Tractor,8001717185
Truck-Tractor,8001722145
Bicycle,8001722145
"Bus (Other) (Go Bus, Gray Coach)",8001722956
Bicycle,8001722956
Motorcycle,8001732179
"Automobile, Station Wagon",8001732179
Motorcycle,8001736723
"Automobile, Station Wagon",8001744519
"Automobile, Station Wagon",8001744519
"Automobile, Station Wagon",8001751421
"Automobile, Station Wagon",8001751421
"Automobile, Station Wagon",8001752003
Truck - Dump,8001752003
Truck - Dump,8001752003
Truck - Dump,8001752003
Truck - Dump,8001752003
Truck - Dump,8001752003
"Automobile, Station Wagon",8001753831
"Automobile, Station Wagon",8001753831
"Automobile, Station Wagon",8001758272
Motorcycle,8001758272
Motorcycle,8001758367
"Automobile, Station Wagon",8001758367
"Automobile, Station Wagon",8001771158
Bicycle,8001771158
"Automobile, Station Wagon",8001764546
Bicycle,8001764546
"Automobile, Station Wagon",8001765943
Bicycle,8001765943
Pick Up Truck,8001768874
"Automobile, Station Wagon",8001768874
"Automobile, Station Wagon",8001780816
"Automobile, Station Wagon",8001780816
"Automobile, Station Wagon",8001780907
"Automobile, Station Wagon",7003291964
Passenger Van,8001780907
"Automobile, Station Wagon",8001781427
Bicycle,8001781427
Bicycle,8001784875
"Automobile, Station Wagon",8001784875
"Automobile, Station Wagon",8001280273
"Automobile, Station Wagon",8000000539
"Automobile, Station Wagon",8000000595
"Automobile, Station Wagon",8000000595
"Automobile, Station Wagon",8000000595
"Automobile, Station Wagon",8000000595
"Automobile, Station Wagon",8000000595
"Automobile, Station Wagon",8000000595
"Automobile, Station Wagon",8000000595
"Automobile, Station Wagon",8000009665
"Automobile, Station Wagon",8000009665
Passenger Van,8000010377
"Automobile, Station Wagon",8000010377
Passenger Van,8000010377
Passenger Van,8000010377
Passenger Van,8000010377
Passenger Van,8000010377
Delivery Van,8000026643
"Automobile, Station Wagon",8001280273
Delivery Van,8000026643
"Automobile, Station Wagon",8000027630
"Automobile, Station Wagon",8000027630
"Automobile, Station Wagon",8000027630
"Automobile, Station Wagon",8000027863
"Automobile, Station Wagon",8000027863
"Automobile, Station Wagon",8000040229
"Automobile, Station Wagon",8000040229
"Automobile, Station Wagon",8000041197
"Automobile, Station Wagon",8000041197
Delivery Van,8000053420
Delivery Van,8000053420
Pick Up Truck,8000063695
Pick Up Truck,8000063695
Municipal Transit Bus (TTC),8000066808
Municipal Transit Bus (TTC),8000066808
"Automobile, Station Wagon",8000066887
"Automobile, Station Wagon",8000066887
Passenger Van,8000074113
Passenger Van,8000074113
Passenger Van,8000074113
"Automobile, Station Wagon",8000083490
"Automobile, Station Wagon",8000083490
"Automobile, Station Wagon",8000083490
"Automobile, Station Wagon",8000083490
"Automobile, Station Wagon",8000090859
"Automobile, Station Wagon",8000090859
"Automobile, Station Wagon",8000090859
Delivery Van,8000091274
Delivery Van,8000091274
"Automobile, Station Wagon",8000118334
"Automobile, Station Wagon",8000118334
"Automobile, Station Wagon",8000118334
"Automobile, Station Wagon",8000118334
"Automobile, Station Wagon",8000118334
"Automobile, Station Wagon",8000118334
"Automobile, Station Wagon",8000125710
"Automobile, Station Wagon",8000125710
Bicycle,8000134975
"Automobile, Station Wagon",8000134975
"Automobile, Station Wagon",8000136344
Bicycle,8000136344
"Automobile, Station Wagon",8000139002
"Automobile, Station Wagon",8000139002
"Automobile, Station Wagon",8000147254
"Automobile, Station Wagon",8000147254
"Automobile, Station Wagon",8000148881
"Automobile, Station Wagon",8000148881
Street Car,8000162835
Street Car,8000162835
"Automobile, Station Wagon",8000165108
"Automobile, Station Wagon",8000165108
"Automobile, Station Wagon",8000165108
Truck - Dump,8000166254
"Automobile, Station Wagon",8000166254
"Automobile, Station Wagon",8000172626
"Automobile, Station Wagon",8000172626
Delivery Van,8000206699
Delivery Van,8000206699
Delivery Van,8000212340
Delivery Van,8000212340
Bicycle,8000214982
Bicycle,8000214982
"Automobile, Station Wagon",8000231465
"Automobile, Station Wagon",8000231465
"Automobile, Station Wagon",8001280273
Pick Up Truck,8001284576
Pick Up Truck,8001284576
Bicycle,8001299322
"Automobile, Station Wagon",8001299322
Bicycle,8001304642
"Automobile, Station Wagon",8001304642
"Automobile, Station Wagon",8001315456
"Automobile, Station Wagon",8001315456
"Automobile, Station Wagon",8001315928
"Automobile, Station Wagon",8001315928
"Automobile, Station Wagon",8001330497
"Automobile, Station Wagon",8001333226
"Automobile, Station Wagon",8001333226
"Automobile, Station Wagon",8001333226
"Automobile, Station Wagon",8001333226
"Automobile, Station Wagon",8001333226
"Automobile, Station Wagon",8001333226
Motorcycle,8001340896
"Automobile, Station Wagon",8001352624
"Automobile, Station Wagon",8001352624
"Automobile, Station Wagon",8001355778
Truck - Dump,8001362922
Truck - Dump,8001362922
"Automobile, Station Wagon",8001367293
Bicycle,8001367293
"Automobile, Station Wagon",8001384948
"Automobile, Station Wagon",8001384948
Motorcycle,8001386062
"Automobile, Station Wagon",8001389602
"Automobile, Station Wagon",8001389602
"Automobile, Station Wagon",8001389602
"Automobile, Station Wagon",8001393342
Motorcycle,8001393342
Delivery Van,8001394045
Delivery Van,8001394045
"Automobile, Station Wagon",8001395482
"Automobile, Station Wagon",8001395482
"Automobile, Station Wagon",8001395482
Motorcycle,8001397714
Motorcycle,8001397714
"Automobile, Station Wagon",8001410781
"Automobile, Station Wagon",8001410781
Pick Up Truck,8001653005
Bicycle,8001653005
"Automobile, Station Wagon",8001423637
"Automobile, Station Wagon",8001423637
"Automobile, Station Wagon",8001425154
"Automobile, Station Wagon",8001425154
Motorcycle,8001429448
Delivery Van,8001431981
Delivery Van,8001431981
Delivery Van,8001431981
"Automobile, Station Wagon",8001440552
"Automobile, Station Wagon",8001440552
"Truck - Closed (Blazer, etc)",8001441387
"Truck - Closed (Blazer, etc)",8001441387
"Truck - Closed (Blazer, etc)",8001441387
"Automobile, Station Wagon",8001446568
Motorcycle,8001446568
Fire Vehicle,8001453091
Fire Vehicle,8001453091
Fire Vehicle,8001453091
Fire Vehicle,8001453091
"Automobile, Station Wagon",8001460468
"Automobile, Station Wagon",8001460468
"Automobile, Station Wagon",8001460468
"Automobile, Station Wagon",8001463987
"Automobile, Station Wagon",8001463987
"Automobile, Station Wagon",8001469544
"Automobile, Station Wagon",8001469544
Motorcycle,8001473575
"Automobile, Station Wagon",8001473575
"Automobile, Station Wagon",8001478093
"Automobile, Station Wagon",8001478093
"Automobile, Station Wagon",8001478093
Bicycle,9001234049
"Automobile, Station Wagon",9001234628
"Automobile, Station Wagon",9000657461
"Automobile, Station Wagon",9001234628
School Bus,9001242183
Delivery Van,9000660367
Motorcycle,9001242183
"Automobile, Station Wagon",9000671452
"Automobile, Station Wagon",9001246543
"Automobile, Station Wagon",9000671452
"Automobile, Station Wagon",9001246543
"Automobile, Station Wagon",9001003042
Bicycle,9002117462
"Automobile, Station Wagon",9000685425
"Automobile, Station Wagon",9000685425
"Automobile, Station Wagon",9000685425
"Automobile, Station Wagon",9000685425
"Automobile, Station Wagon",9000685425
"Automobile, Station Wagon",9000685425
"Automobile, Station Wagon",9000691466
"Automobile, Station Wagon",9000691466
"Automobile, Station Wagon",9000691466
"Automobile, Station Wagon",9000700060
"Automobile, Station Wagon",9000700060
"Automobile, Station Wagon",9000709404
"Automobile, Station Wagon",9000709404
"Automobile, Station Wagon",9000716051
"Automobile, Station Wagon",9000716051
"Automobile, Station Wagon",9000716051
"Automobile, Station Wagon",9000716051
"Automobile, Station Wagon",9000727833
Motorcycle,9000727833
"Automobile, Station Wagon",9000731621
"Automobile, Station Wagon",9000731621
"Automobile, Station Wagon",9000736096
"Automobile, Station Wagon",9000736096
Other,9000738008
"Truck - Closed (Blazer, etc)",9000738008
"Automobile, Station Wagon",9000755866
Municipal Transit Bus (TTC),9000775776
Municipal Transit Bus (TTC),9000775776
"Automobile, Station Wagon",9000786500
"Automobile, Station Wagon",9000786500
"Automobile, Station Wagon",9000789111
"Automobile, Station Wagon",9000794310
"Automobile, Station Wagon",9000794310
"Automobile, Station Wagon",9000794551
"Automobile, Station Wagon",9000794551
Pick Up Truck,9000795261
Motorcycle,9000795261
"Automobile, Station Wagon",9000814288
"Automobile, Station Wagon",9000814288
"Automobile, Station Wagon",9000814288
"Automobile, Station Wagon",9000814288
"Automobile, Station Wagon",9000814604
Motorcycle,9000814604
"Automobile, Station Wagon",9000820433
Bicycle,9000820433
Bicycle,9000820433
"Automobile, Station Wagon",9000824432
"Automobile, Station Wagon",9000824432
"Automobile, Station Wagon",9000846736
"Automobile, Station Wagon",9000846736
"Automobile, Station Wagon",9000846736
"Automobile, Station Wagon",9085345312
"Automobile, Station Wagon",9085345312
"Automobile, Station Wagon",9085345312
"Automobile, Station Wagon",9085345312
"Automobile, Station Wagon",9000865737
"Automobile, Station Wagon",9000865737
"Automobile, Station Wagon",9000885812
Bicycle,9000885812
"Automobile, Station Wagon",9000902435
Motorcycle,9000902435
"Automobile, Station Wagon",9000912450
"Automobile, Station Wagon",9000912450
"Automobile, Station Wagon",9000912450
Street Car,9000918002
Street Car,9000918002
"Automobile, Station Wagon",9000925412
"Automobile, Station Wagon",9000925412
Motorcycle,9000931177
"Automobile, Station Wagon",9000931177
"Automobile, Station Wagon",9000402520
Truck - Tank,9000933967
Truck - Tank,9000933967
Street Car,9000941507
Street Car,9000941507
"Automobile, Station Wagon",9000941507
"Automobile, Station Wagon",9000942318
"Automobile, Station Wagon",9000942318
"Automobile, Station Wagon",9000946918
Bicycle,9000946918
"Automobile, Station Wagon",9000969517
Bicycle,9000969517
"Automobile, Station Wagon",9001462666
"Automobile, Station Wagon",8002008114
"Automobile, Station Wagon",9000963732
"Automobile, Station Wagon",9000963732
Bicycle,9000963732
Passenger Van,9000964152
Passenger Van,9000964152
Passenger Van,9000964152
Passenger Van,9000964152
Truck (other),9000983992
Truck (other),9000983992
Passenger Van,9000994854
Motorcycle,9000994854
Motorcycle,9000994854
Motorcycle,9001001982
"Automobile, Station Wagon",9001001982
"Automobile, Station Wagon",9001001982
"Automobile, Station Wagon",8001785891
"Automobile, Station Wagon",8002197002
"Automobile, Station Wagon",9000040914
"Automobile, Station Wagon",9001246543
"Automobile, Station Wagon",8001785891
"Automobile, Station Wagon",9001003042
"Automobile, Station Wagon",8002198438
"Automobile, Station Wagon",9002117462
Motorcycle,9001464052
"Automobile, Station Wagon",8002008114
"Automobile, Station Wagon",9001264141
Delivery Van,8001794335
Delivery Van,8001794335
Pick Up Truck,8001795037
Pick Up Truck,8001795037
"Automobile, Station Wagon",8001797776
"Automobile, Station Wagon",8001797776
"Automobile, Station Wagon",8001797776
"Automobile, Station Wagon",8001801273
"Automobile, Station Wagon",8001801273
"Automobile, Station Wagon",8001803881
"Automobile, Station Wagon",8001803881
"Automobile, Station Wagon",8001806381
"Automobile, Station Wagon",8001806381
Construction Equipment,8001812158
Motorcycle,8001812158
Street Car,8001812203
Street Car,8001812203
"Automobile, Station Wagon",8001832356
Bicycle,8001832356
Truck - Open,8001836170
"Automobile, Station Wagon",9000405023
"Automobile, Station Wagon",9000040914
Truck - Open,8001836170
Pick Up Truck,8001842377
Pick Up Truck,8001842377
"Automobile, Station Wagon",8001843657
Motorcycle,8001843657
"Automobile, Station Wagon",8001843657
"Automobile, Station Wagon",8001845570
"Automobile, Station Wagon",8001845570
"Automobile, Station Wagon",8001846413
"Automobile, Station Wagon",8001846413
"Automobile, Station Wagon",8001848907
Motorcycle,8001849626
Pick Up Truck,8001849626
Pick Up Truck,8001849626
Pick Up Truck,8001849626
"Automobile, Station Wagon",8001851733
"Automobile, Station Wagon",8001851733
"Automobile, Station Wagon",8001851733
"Automobile, Station Wagon",8001856890
"Automobile, Station Wagon",8001856890
Bicycle,8001860748
Street Car,8001860748
"Automobile, Station Wagon",8001860748
Pick Up Truck,8001870911
Pick Up Truck,8001870911
"Automobile, Station Wagon",8001881817
Motorcycle,8001881817
"Automobile, Station Wagon",8001885947
"Automobile, Station Wagon",8001885947
"Automobile, Station Wagon",8001885947
"Automobile, Station Wagon",8001918049
Bicycle,8001918049
"Automobile, Station Wagon",8001891156
"Automobile, Station Wagon",8001891156
"Automobile, Station Wagon",8001903233
"Automobile, Station Wagon",8001903233
"Automobile, Station Wagon",8001922622
Truck-Tractor,8001922622
"Automobile, Station Wagon",8001923925
Other,8001923925
"Automobile, Station Wagon",8001927322
"Automobile, Station Wagon",8001927322
Pick Up Truck,8001928612
Pick Up Truck,8001928612
"Automobile, Station Wagon",8001932871
"Automobile, Station Wagon",8001932871
"Automobile, Station Wagon",8001932871
"Automobile, Station Wagon",8001933015
"Automobile, Station Wagon",8001933015
Motorcycle,8001943043
"Automobile, Station Wagon",8001943043
"Automobile, Station Wagon",8001947521
"Automobile, Station Wagon",8001947521
"Automobile, Station Wagon",8001947521
"Truck - Closed (Blazer, etc)",8001951781
"Truck - Closed (Blazer, etc)",8001951781
"Automobile, Station Wagon",8001961813
"Automobile, Station Wagon",8001961813
"Automobile, Station Wagon",8001963580
Bicycle,8001963580
"Automobile, Station Wagon",8001966302
"Automobile, Station Wagon",8001966302
"Automobile, Station Wagon",8001966302
"Automobile, Station Wagon",8001972538
"Automobile, Station Wagon",8001972538
"Automobile, Station Wagon",8001972979
Motorcycle,8001972979
Motorcycle,8001972979
"Automobile, Station Wagon",8001975971
"Automobile, Station Wagon",8001975971
"Automobile, Station Wagon",8001993193
"Automobile, Station Wagon",8001993193
Bicycle,8002001180
"Automobile, Station Wagon",8002001180
"Automobile, Station Wagon",8002006621
"Automobile, Station Wagon",8002006621
"Automobile, Station Wagon",8002006909
"Automobile, Station Wagon",8002006909
"Automobile, Station Wagon",9001687107
"Automobile, Station Wagon",8002008114
"Automobile, Station Wagon",9001006697
Bicycle,9001464095
"Automobile, Station Wagon",9001268275
"Automobile, Station Wagon",8002198438
Taxi,8002016979
Bicycle,9001006697
"Automobile, Station Wagon",9001464095
"Automobile, Station Wagon",9001687107
Municipal Transit Bus (TTC),9000047172
Municipal Transit Bus (TTC),9000405023
"Automobile, Station Wagon",9001268275
"Automobile, Station Wagon",8002202544
Bicycle,9001007644
"Automobile, Station Wagon",9001464192
Pick Up Truck,9001689966
Bicycle,9001689966
"Automobile, Station Wagon",9001693858
"Automobile, Station Wagon",9001693858
"Automobile, Station Wagon",9001693858
Municipal Transit Bus (TTC),9001695892
Motorcycle,9001695892
"Automobile, Station Wagon",9001704678
"Automobile, Station Wagon",9001704678
"Automobile, Station Wagon",9001708503
"Automobile, Station Wagon",8002016979
"Automobile, Station Wagon",9001708503
"Automobile, Station Wagon",9001709057
"Automobile, Station Wagon",9001709057
"Automobile, Station Wagon",9001711653
Motorcycle,9001711653
Truck - Open,9001714515
Bicycle,9001714515
"Automobile, Station Wagon",9001718859
Bicycle,9001718859
"Automobile, Station Wagon",9001722454
"Automobile, Station Wagon",9001722454
"Automobile, Station Wagon",9001722454
"Automobile, Station Wagon",9001722454
"Automobile, Station Wagon",9001722454
"Automobile, Station Wagon",9001722454
"Automobile, Station Wagon",9001729898
"Automobile, Station Wagon",9001729898
"Automobile, Station Wagon",9001731704
"Automobile, Station Wagon",9001731704
"Automobile, Station Wagon",9001733746
"Automobile, Station Wagon",9001733746
Truck - Open,9001734593
Truck - Open,9001734593
"Automobile, Station Wagon",9001746758
"Automobile, Station Wagon",9001746758
Pick Up Truck,9001749979
"Automobile, Station Wagon",9001749979
"Automobile, Station Wagon",9001749979
"Automobile, Station Wagon",9001753960
Bicycle,9001753960
Pick Up Truck,9001759607
Pick Up Truck,9001759607
"Automobile, Station Wagon",9001762726
"Automobile, Station Wagon",9001762726
"Automobile, Station Wagon",9001762726
Truck-Tractor,9001763544
Bicycle,9001763544
"Automobile, Station Wagon",9001771919
Pick Up Truck,9001771919
"Automobile, Station Wagon",9001776305
"Automobile, Station Wagon",9001776305
"Automobile, Station Wagon",9001778423
Truck - Dump,9001778423
"Automobile, Station Wagon",9001788987
Bicycle,9001788987
Pick Up Truck,9001790358
Pick Up Truck,9001790358
Municipal Transit Bus (TTC),9001818682
Municipal Transit Bus (TTC),9001818682
Passenger Van,9001821850
Motorcycle,9001821850
"Automobile, Station Wagon",9001835582
"Automobile, Station Wagon",9001835582
"Automobile, Station Wagon",9001837052
"Automobile, Station Wagon",9001837052
"Automobile, Station Wagon",9001843126
"Automobile, Station Wagon",9001843126
"Automobile, Station Wagon",9001853726
"Automobile, Station Wagon",9001853726
"Automobile, Station Wagon",9001853726
Bicycle,9001855890
Delivery Van,9001855890
Delivery Van,9001855890
"Automobile, Station Wagon",9001868191
Municipal Transit Bus (TTC),9001868191
"Automobile, Station Wagon",9001872287
"Automobile, Station Wagon",9001872287
"Automobile, Station Wagon",9001872287
"Automobile, Station Wagon",9001872287
"Automobile, Station Wagon",9001872287
"Automobile, Station Wagon",9001878764
"Automobile, Station Wagon",9001878764
"Automobile, Station Wagon",9001911446
"Automobile, Station Wagon",9001911446
"Automobile, Station Wagon",9001916632
"Automobile, Station Wagon",9001916632
"Automobile, Station Wagon",9001921394
Bicycle,9001921394
"Automobile, Station Wagon",9001943397
"Automobile, Station Wagon",9001943397
"Automobile, Station Wagon",9001949959
Pick Up Truck,9001949959
Motorcycle,9001955336
"Automobile, Station Wagon",9001955336
Bicycle,9001957432
"Automobile, Station Wagon",9001957432
"Automobile, Station Wagon",9001270000
Municipal Transit Bus (TTC),8002016979
"Automobile, Station Wagon",9001464192
"Automobile, Station Wagon",9001007644
"Automobile, Station Wagon",8002202544
"Automobile, Station Wagon",8002016979
Pick Up Truck,9001012160
Pick Up Truck,9001012160
"Automobile, Station Wagon",9001020471
"Automobile, Station Wagon",9001020471
"Automobile, Station Wagon",9001020471
"Automobile, Station Wagon",9001020471
"Automobile, Station Wagon",9001020911
"Automobile, Station Wagon",9001020911
"Automobile, Station Wagon",9001020911
"Automobile, Station Wagon",9001020911
"Automobile, Station Wagon",9001270000
Delivery Van,9000047172
Municipal Transit Bus (TTC),9000405023
"Automobile, Station Wagon",9001022166
Bicycle,9001022166
